"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 06, 2018","123,500","122,500","126,000","122,500","636.24K","1.65%"
"Jul 05, 2018","121,500","119,000","122,000","118,000","615.14K","1.67%"
"Jul 04, 2018","119,500","120,500","122,500","118,000","509.89K","-2.05%"
"Jul 03, 2018","122,000","125,500","125,500","119,500","556.08K","-1.21%"
"Jul 02, 2018","123,500","125,000","125,500","123,000","376.13K","-1.59%"
"Jun 29, 2018","125,500","124,500","126,000","123,500","469.21K","0.40%"
"Jun 28, 2018","125,000","126,000","126,500","123,000","786.72K","-1.96%"
"Jun 27, 2018","127,500","129,000","130,500","125,500","821.43K","-1.54%"
"Jun 26, 2018","129,500","128,000","131,000","127,500","676.64K","0.39%"
"Jun 25, 2018","129,000","129,500","130,000","128,000","534.85K","-0.77%"
"Jun 24, 2018","130,000","130,000","130,000","130,000","-","0.00%"
"Jun 22, 2018","130,000","126,000","131,000","125,000","630.62K","2.36%"
"Jun 21, 2018","127,000","129,500","130,500","127,000","606.36K","-1.93%"
"Jun 20, 2018","129,500","130,500","131,500","129,000","562.72K","-1.52%"
"Jun 19, 2018","131,500","134,000","135,000","131,000","739.54K","-2.59%"
"Jun 18, 2018","135,000","134,500","136,500","134,500","497.48K","0.75%"
"Jun 17, 2018","134,000","134,000","134,000","134,000","-","0.00%"
"Jun 15, 2018","134,000","136,000","136,500","133,000","732.53K","-0.74%"
"Jun 14, 2018","135,000","138,500","139,000","135,000","1.01M","-3.91%"
"Jun 13, 2018","140,500","140,500","140,500","140,500","-","0.00%"
"Jun 12, 2018","140,500","140,000","142,000","139,500","486.09K","0.72%"
"Jun 11, 2018","139,500","140,000","140,500","139,000","382.84K","-1.06%"
"Jun 10, 2018","141,000","141,000","141,000","141,000","-","0.00%"
"Jun 08, 2018","141,000","142,000","142,500","140,000","539.51K","-1.05%"
"Jun 07, 2018","142,500","142,000","144,000","141,500","461.15K","0.00%"
"Jun 06, 2018","142,500","142,500","142,500","142,500","-","0.00%"
"Jun 05, 2018","142,500","143,500","144,000","140,500","374.21K","-0.35%"
"Jun 04, 2018","143,000","140,000","144,000","139,000","754.17K","2.14%"
"Jun 03, 2018","140,000","140,000","140,000","140,000","-","0.00%"
"Jun 01, 2018","140,000","138,500","140,000","137,500","394.80K","0.72%"
"May 31, 2018","139,000","139,000","140,000","137,500","824.47K","1.09%"
"May 30, 2018","137,500","138,500","139,500","136,000","648.07K","-1.79%"
"May 29, 2018","140,000","139,500","141,000","139,000","451.08K","1.08%"
"May 28, 2018","138,500","139,000","140,500","138,000","495.82K","-0.36%"
"May 27, 2018","139,000","139,000","139,000","139,000","-","0.00%"
"May 25, 2018","139,000","139,500","141,000","138,500","696.49K","-0.71%"
"May 24, 2018","140,000","144,000","144,500","139,000","1.32M","-3.11%"
"May 23, 2018","144,500","147,000","148,500","144,000","1.06M","-3.02%"
"May 22, 2018","149,000","149,000","149,000","149,000","-","0.00%"
